K,Iteration,User Time (s),Memory (KB),Passes
1,1,109.63,48324.0,5
1,2,109.42,48424.0,5
1,3,116.7,48436.0,5
1,4,108.27,48412.0,5
1,5,107.29,48372.0,5
1,6,118.7,48292.0,5
1,7,111.31,48272.0,5
1,8,105.36,48364.0,5
1,9,107.52,48440.0,5
1,10,117.08,48344.0,5
1,11,111.5,48416.0,5
1,12,115.42,48368.0,5
1,13,116.15,48320.0,5
1,14,112.1,48320.0,5
1,15,111.01,48372.0,5
1,16,110.75,48328.0,5
1,17,118.14,48228.0,5
1,18,109.49,48308.0,5
1,19,111.26,48416.0,5
1,20,118.19,48268.0,5
1,21,115.45,48300.0,5
1,22,115.67,48440.0,5
1,23,115.46,48436.0,5
1,24,107.33,48372.0,5
1,25,107.46,48328.0,5
1,26,113.98,48276.0,5
1,27,117.25,48444.0,5
1,28,105.54,48412.0,5
1,29,105.67,48456.0,5
1,30,116.5,48372.0,5
1,31,117.92,48328.0,5
1,32,118.02,48380.0,5
1,33,109.82,48452.0,5
1,34,110.94,48304.0,5
1,35,108.12,48424.0,5
1,36,106.53,48440.0,5
1,37,114.62,48352.0,5
1,38,104.72,48440.0,5
1,39,112.6,48440.0,5
1,40,113.38,48384.0,5
1,41,108.48,48456.0,5
1,42,105.85,48308.0,5
1,43,115.46,48372.0,5
1,44,114.86,48376.0,5
1,45,113.53,48344.0,5
1,46,115.85,48348.0,5
1,47,107.78,48308.0,5
1,48,107.69,48444.0,5
1,49,114.14,48344.0,5
1,50,118.36,48380.0,5
