K,Iteration,User Time (s),Memory (KB),Passes
9,1,91.78,49372.0,6
9,2,14.38,49400.0,6
9,3,98.73,49376.0,6
9,4,95.06,49508.0,6
9,5,14.58,49328.0,6
9,6,91.89,49288.0,6
9,7,14.48,49432.0,6
9,8,14.47,49424.0,6
9,9,91.26,49428.0,6
9,10,14.44,49492.0,6
9,11,94.1,49388.0,6
9,12,14.4,49276.0,6
9,13,91.33,49408.0,6
9,14,91.38,49464.0,6
9,15,14.35,49508.0,6
9,16,97.23,49484.0,6
9,17,53.33,49520.0,6
9,18,91.56,49380.0,6
9,19,14.37,49432.0,6
9,20,100.41,49368.0,6
9,21,14.53,49432.0,6
9,22,91.1,49484.0,6
9,23,14.61,49368.0,6
9,24,94.31,49332.0,6
9,25,14.4,49508.0,6
9,26,99.47,49428.0,6
9,27,14.31,49496.0,6
9,28,93.68,49400.0,6
9,29,14.33,49516.0,6
9,30,95.6,49484.0,6
9,31,14.36,49508.0,6
9,32,91.49,49336.0,6
9,33,14.35,49396.0,6
9,34,14.32,49384.0,6
9,35,14.27,49328.0,6
9,36,96.93,49400.0,6
9,37,14.5,49340.0,6
9,38,93.36,49436.0,6
9,39,14.45,49468.0,6
9,40,91.13,49328.0,6
9,41,97.9,49344.0,6
9,42,93.23,49328.0,6
9,43,101.86,49512.0,6
9,44,95.28,49516.0,6
9,45,14.54,49332.0,6
9,46,95.88,49412.0,6
9,47,14.26,49428.0,6
9,48,93.57,49464.0,6
9,49,14.44,49456.0,6
9,50,95.33,49400.0,6
