K,Iteration,User Time (s),Memory (KB),Passes
5,1,88.13,49380.0,5
5,2,90.79,49388.0,5
5,3,91.86,49436.0,5
5,4,88.34,49376.0,5
5,5,91.18,49428.0,5
5,6,87.44,49508.0,5
5,7,88.99,49364.0,5
5,8,94.14,49424.0,5
5,9,91.81,49504.0,5
5,10,97.13,49488.0,5
5,11,97.5,49440.0,5
5,12,89.41,49432.0,5
5,13,92.88,49368.0,5
5,14,90.36,49428.0,5
5,15,90.19,49376.0,5
5,16,92.29,49488.0,5
5,17,96.2,49320.0,5
5,18,93.01,49480.0,5
5,19,89.02,49516.0,5
5,20,95.56,49428.0,5
5,21,93.53,49484.0,5
5,22,87.99,49436.0,5
5,23,96.9,49332.0,5
5,24,14.04,49512.0,5
5,25,93.07,49408.0,5
5,26,13.91,49408.0,5
5,27,94.53,49432.0,5
5,28,97.48,49408.0,5
5,29,94.64,49380.0,5
5,30,13.89,49480.0,5
5,31,95.99,49344.0,5
5,32,13.82,49384.0,5
5,33,13.91,49484.0,5
5,34,13.97,49500.0,5
5,35,87.72,49428.0,5
5,36,14.0,49376.0,5
5,37,98.24,49412.0,5
5,38,13.95,49340.0,5
5,39,97.46,49340.0,5
5,40,13.9,49368.0,5
5,41,90.45,49344.0,5
5,42,14.17,49376.0,5
5,43,94.85,49396.0,5
5,44,14.04,49484.0,5
5,45,99.17,49508.0,5
5,46,13.69,49360.0,5
5,47,13.96,49360.0,5
5,48,61.38,49304.0,5
5,49,13.82,49328.0,5
5,50,17.08,49496.0,5
