K,Iteration,User Time (s),Memory (KB),Passes
6,1,16.99,49412.0,5
6,2,17.17,49436.0,5
6,3,18.96,49492.0,5
6,4,20.24,49412.0,5
6,5,19.0,49372.0,5
6,6,21.2,49508.0,5
6,7,22.32,49340.0,5
6,8,21.7,49428.0,5
6,9,21.99,49488.0,5
6,10,22.37,49344.0,5
6,11,22.09,49400.0,5
6,12,21.82,49412.0,5
6,13,22.54,49428.0,5
6,14,23.58,49448.0,5
6,15,24.08,49432.0,5
6,16,24.35,49376.0,5
6,17,24.17,49480.0,5
6,18,23.68,49400.0,5
6,19,23.88,49316.0,5
6,20,24.47,49344.0,5
6,21,24.03,49352.0,5
6,22,22.92,49368.0,5
6,23,23.72,49408.0,5
6,24,22.58,49484.0,5
6,25,23.02,49428.0,5
6,26,23.02,49384.0,5
6,27,23.24,49428.0,5
6,28,23.3,49340.0,5
6,29,23.23,49396.0,5
6,30,19.96,49500.0,5
6,31,19.12,49348.0,5
6,32,19.33,49328.0,5
6,33,19.48,49496.0,5
6,34,20.0,49328.0,5
6,35,19.36,49352.0,5
6,36,19.77,49432.0,5
6,37,26.41,49468.0,5
6,38,32.69,49364.0,5
6,39,61.97,49448.0,5
6,40,29.78,49464.0,5
6,41,62.35,49312.0,5
6,42,61.57,49484.0,5
6,43,32.81,49464.0,5
6,44,61.48,49428.0,5
6,45,60.95,49332.0,5
6,46,30.26,49468.0,5
6,47,60.5,49432.0,5
6,48,32.68,49408.0,5
6,49,63.27,49424.0,5
6,50,30.85,49336.0,5
