K,Average User Time (s),Average Memory (KB),Passes
1,179.62,140980.0,309
2,88.7467,163541.3333,107
3,23.1667,204402.6667,8
4,0.7667,224718.6667,2
5,0.74,224754.6667,2
6,0.7133,224817.3333,2
7,0.7667,224765.3333,2
8,0.8333,224798.6667,2
9,0.89,224774.6667,2
10,0.81,224788.0,2
