N,Time (s),Memory (KB),Passes
10,0.0,4136.0,1.0
20,0.0,4180.0,1.0
30,0.0,4152.0,1.32
40,0.0,3144.0,1.86
50,0.0,4192.0,1.99
60,0.0,4164.0,2.0
70,0.0,4192.0,2.0
80,0.0,4164.0,2.0
90,0.0,4152.0,2.0
100,0.0,4152.0,2.0
150,0.0,3132.0,2.01
200,0.0,4148.0,2.01
250,0.0,3120.0,2.02
300,0.01,4184.0,2.09
350,0.01,4160.0,2.12
400,0.01,4188.0,2.12
450,0.01,3120.0,2.09
500,0.01,4136.0,2.15
550,0.01,4144.0,2.13
600,0.01,4156.0,2.19
650,0.02,3168.0,2.18
700,0.02,3196.0,2.19
750,0.02,4180.0,2.22
800,0.02,4148.0,2.25
850,0.02,4156.0,2.14
900,0.03,4188.0,2.18
950,0.03,5200.0,2.16
1000,0.03,5160.0,2.25
