N,Time (s),Memory (KB),Passes
10,0.0,4180.0,1.0
20,0.0,4152.0,1.0
30,0.0,4184.0,2.0
40,0.0,3108.0,2.0
50,0.0,4152.0,2.0
60,0.0,3168.0,2.18
70,0.0,3124.0,2.46
80,0.0,3192.0,2.78
90,0.0,4164.0,2.91
100,0.0,4152.0,2.95
150,0.0,3172.0,3.03
200,0.0,4180.0,3.43
250,0.0,3184.0,3.63
300,0.01,4152.0,3.9
350,0.01,3176.0,3.96
400,0.01,4144.0,4.28
450,0.01,4164.0,4.28
500,0.01,4156.0,4.41
550,0.02,3216.0,4.61
600,0.02,4156.0,4.77
650,0.02,3172.0,4.98
700,0.03,3140.0,5.13
750,0.03,3140.0,5.12
800,0.03,4188.0,5.21
850,0.04,3108.0,5.45
900,0.04,4132.0,5.5
950,0.05,3104.0,5.6
1000,0.05,4152.0,5.78
