K,Average User Time (s),Average Memory (KB),Passes
1,2.934,47896.0,3
2,3.032,57656.0,3
3,3.208,67652.0,3
4,3.254,77455.2,3
5,3.32,87226.4,3
6,3.4,96994.4,3
7,2.912,106749.6,2
8,2.824,116516.8,2
9,2.872,126260.8,2
10,2.85,135780.8,2
