K,Time (s),Memory (KB),Passes
1,1827.74,81316.0,1418
2,42.15,94524.0,20
3,30.68,102300.0,13
4,21.42,125176.0,9
5,21.79,141532.0,8
6,14.71,154912.0,6
7,17.51,169016.0,6
8,14.24,184216.0,5
9,15.97,199892.0,5
10,11.05,219600.0,4
