K,Time (s),Memory (KB),Passes
1,2473.19,75968.0,1692
2,68.07,87624.0,41
3,37.55,104664.0,17
4,26.72,117856.0,12
5,21.74,131960.0,10
6,19.32,150268.0,8
7,16.56,170140.0,7
8,24.03,181768.0,7
9,16.28,199864.0,6
10,20.7,213524.0,6
