K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3682.4,5
2,0.0,3564.0,4
3,0.0,3743.2,3
4,0.0,3643.2,2
5,0.0,3588.0,2
6,0.0,3746.4,2
7,0.0,3685.6,2
8,0.0,3700.0,2
9,0.0,3713.6,2
10,0.0,3666.4,2
