K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3709.3333,5
2,0.0,3652.0,2
3,0.0,3638.6667,2
4,0.0,3764.0,1
5,0.0,3673.3333,1
6,0.0,3629.3333,1
7,0.0,3601.3333,1
8,0.0,3676.0,1
9,0.0,3730.6667,1
10,0.0,3641.3333,1
