N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.584,1.0,0.0
20,0.0,3181.088,1.0,0.0
30,0.0,3182.82,1.0,0.0
40,0.0,3182.832,1.0,0.0
50,0.0,3183.468,1.0,0.0
60,0.0,3181.568,1.0,0.0
70,0.0,3182.756,1.0,0.0
80,0.0,3182.784,1.0,0.0
90,0.0,3182.264,1.0,0.0
100,0.0,3183.216,1.0,0.0
200,0.0,3182.16,1.0,189.639
300,0.0,3184.32,1.0,286.219
400,0.0,3183.192,1.0,383.491
500,0.0,3183.22,1.0,481.093
600,0.00019000000000000004,3183.356,1.0,578.809
700,0.006679999999999902,3181.928,1.0,676.741
800,0.009959999999999832,3182.292,1.0,774.571
900,0.009999999999999832,3182.896,1.0,872.664
1000,0.01018999999999983,3197.636,1.0,971.014
1200,0.02055999999999966,3564.388,1.0,1167.43
1400,0.023729999999999838,4195.536,1.0,1364.598
1600,0.03008000000000037,4207.592,1.0,1561.554
1800,0.03978999999999935,4204.476,1.0,1759.05
2000,0.04664999999999938,4208.108,1.0,1956.243
2500,0.06783000000000008,4432.928,1.0,2450.409
3000,0.09003000000000205,5222.276,1.0,2944.826
3500,0.1167000000000006,5297.08,1.0,3439.981
4000,0.14317000000000016,5790.256,1.0,3935.228
4500,0.17549000000000078,6263.328,1.0,4431.206
5000,0.20856000000000016,6484.404,1.0,4926.774
6000,0.282219999999999,7405.604,1.0,5919.254
7000,0.3681800000000034,8246.1,1.0,6911.55
8000,0.45677999999999513,8994.088,1.0,7904.712
9000,0.5517800000000019,9829.66,1.0,8898.343
10000,0.6572599999999937,10670.86,1.0,9893.034
