K,Average User Time (s),Average Memory (KB),Passes
1,16.594,49184.8,22
2,9.504,58721.6,11
3,7.276,68509.6,8
4,5.96,77964.8,6
5,5.276,87774.4,5
6,4.712,97261.6,4
7,4.516,106768.8,4
8,3.998,116481.6,3
9,3.93,126261.6,3
10,3.984,136049.6,3
