K,Average User Time (s),Average Memory (KB),Passes
1,1.036,52862.4,4
2,1.048,52816.8,4
3,1.064,52890.4,4
4,1.026,52869.6,4
5,1.036,52849.6,4
6,1.044,52920.8,4
7,1.06,52912.0,4
8,1.044,52921.6,4
9,1.07,52911.2,4
10,1.042,52888.0,4
