K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3624.8,6
2,0.0,3656.8,5
3,0.0,3624.0,2
4,0.0,3682.4,2
5,0.0,3706.4,1
6,0.0,3707.2,1
7,0.0,3648.0,1
8,0.0,3677.6,1
9,0.0,3647.2,1
10,0.0,3614.4,1
