N,Time (s),Memory (KB),Passes
10,0.0,4152.0,2.0
20,0.0,4168.0,3.0
30,0.0,3188.0,3.0
40,0.0,4136.0,3.0
50,0.0,4136.0,3.0
60,0.0,4192.0,3.13
70,0.0,4192.0,3.29
80,0.0,3156.0,3.61
90,0.0,3168.0,3.79
100,0.0,3188.0,3.84
150,0.0,4136.0,4.05
200,0.0,3116.0,4.44
250,0.01,3224.0,4.52
300,0.01,4172.0,4.78
350,0.01,4184.0,4.91
400,0.01,4188.0,5.14
450,0.01,4152.0,5.23
500,0.02,3108.0,5.39
550,0.02,4152.0,5.59
600,0.02,3108.0,5.63
650,0.03,4144.0,5.82
700,0.03,3136.0,6.01
750,0.03,4152.0,6.07
800,0.04,3108.0,6.21
850,0.04,3108.0,6.36
900,0.05,4152.0,6.35
950,0.05,4164.0,6.39
1000,0.06,4188.0,6.59
