M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0004,41112.0,1.0,0.09
2000,0.0009,44096.0,1.0,0.09
3000,0.0012,45120.0,1.0,0.08
4000,0.0016,47212.0,1.0,0.06
5000,0.002,48228.0,1.0,0.04
6000,0.0023,49252.0,1.0,0.04
7000,0.0027,50332.0,1.0,0.05
8000,0.0029,51300.0,1.0,0.04
9000,0.0034000000000000002,51268.0,1.0,0.04
10000,0.0034999999999999996,53348.0,1.0,0.04
12000,0.0043,55376.0,1.0,0.04
14000,0.0048,55448.0,1.0,0.02
16000,0.0054,56420.0,1.0,0.03
18000,0.0062,57452.0,1.0,0.02
25000,0.008,60580.0,1.0,0.02
30000,0.0096,62536.0,1.0,0.0
35000,0.0111,63560.0,1.0,0.06
40000,0.0124,64608.0,1.0,0.07
45000,0.0139,65628.0,1.0,0.06
50000,0.015300000000000001,66680.0,1.0,0.05
60000,0.2248,11424.0,2.0,50.82
70000,0.17149999999999999,11380.0,2.0,53.1
80000,0.1446,11420.0,2.0,54.78
90000,0.1319,11416.0,2.0,56.3
100000,0.127,12368.0,2.0,58.03
200000,0.3323,11420.0,3.41,79.94
300000,0.6036,11348.0,4.99,105.61
400000,0.7184999999999999,11344.0,6.03,130.4
500000,1.2168999999999999,11412.0,7.84,157.23
600000,1.569,10356.0,9.13,183.9
