K,Average User Time (s),Average Memory (KB),Passes
1,13.77,230884.0,4
2,14.73,230828.0,4
3,14.55,230888.0,4
4,14.84,230824.0,4
5,14.74,230908.0,4
6,13.86,230908.0,4
7,14.4,230784.0,4
8,14.85,230892.0,4
9,14.83,230888.0,4
10,14.85,230888.0,4
