N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4192.0,2.0,10.0
20,0.0,4156.0,3.0,18.0
30,0.0,4164.0,3.0,28.0
40,0.0,4176.0,3.0,36.0
50,0.0,4188.0,3.0,45.0
60,0.0,3124.0,3.0,54.0
70,0.0,4144.0,3.0,66.0
80,0.0,3196.0,3.0,74.0
90,0.0,4180.0,3.0,88.0
100,0.0,4168.0,3.0,93.0
200,0.0,3112.0,3.0,191.0
300,0.0,4176.0,3.0,283.0
400,0.01,4140.0,3.0,390.0
500,0.01,4160.0,3.0,489.0
600,0.02,3136.0,4.0,584.0
700,0.03,3192.0,4.0,679.0
800,0.04,4188.0,4.0,779.0
900,0.04,4148.0,4.0,875.0
1000,0.05,4160.0,4.0,979.0
1200,0.07,5216.0,4.0,1171.0
1400,0.09,5172.0,4.0,1361.0
1600,0.11,5172.0,4.0,1560.0
1800,0.13,5172.0,4.0,1768.0
2000,0.16,4180.0,4.0,1961.0
2500,0.22,6212.0,4.0,2456.0
3000,0.3,6196.0,4.0,2958.0
3500,0.36,7252.0,4.0,3453.0
4000,0.45,6260.0,4.0,3949.0
4500,0.51,6268.0,4.0,4445.0
5000,0.64,8256.0,4.0,4961.0
6000,0.83,9252.0,4.0,5940.0
7000,1.06,8240.0,4.0,6940.0
8000,1.24,10304.0,4.0,7932.0
9000,1.49,10348.0,4.0,8931.0
10000,1.74,12340.0,4.0,9919.0
