N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,4184.0,1.0,2.521
20,5e-05,5188.0,1.0,4.515
30,0.00015,3184.0,1.971,27.904
40,0.0003,3196.0,1.992,37.068
50,0.00028000000000000003,3116.0,2.0,46.567
60,0.00037,4132.0,2.0,55.958
70,0.00043,4156.0,2.0,65.28
80,0.00068,4188.0,2.0,74.861
90,0.00058,3172.0,2.0,84.393
100,0.00099,4148.0,2.0,93.797
200,0.0020099999999999996,3160.0,2.0,190.232
300,0.0038599999999999997,4148.0,2.0,287.735
400,0.00551,3108.0,2.0,385.506
500,0.0071200000000000005,4188.0,2.0,483.769
600,0.011609999999999999,3108.0,2.0,581.743
700,0.01175,3108.0,2.0,680.501
800,0.015189999999999999,4180.0,2.0,778.993
900,0.01899,4140.0,2.0,877.434
1000,0.02436,4132.0,2.0,976.331
1200,0.02684,4132.0,2.0,1173.89
1400,0.03269,5156.0,2.0,1371.66
1600,0.04599,4132.0,2.0,1569.58
1800,0.0509,4132.0,2.0,1767.78
2000,0.06365,4128.0,2.0,1965.95
2500,0.07895999999999999,6192.0,2.0,2461.48
3000,0.11738,5156.0,2.0,2958.07
3500,0.12676,6180.0,2.0,3454.51
4000,0.15747,6176.0,2.0,3950.87
4500,0.17617,7284.0,2.0,4448.0
5000,0.22851,7204.0,2.0,4945.24
6000,0.36112,8228.0,2.0,5939.64
7000,0.36610000000000004,9324.0,2.0,6934.7
8000,0.43675,11328.0,2.0,7930.66
9000,0.57217,11300.0,2.0,8925.8
10000,0.68576,11296.0,2.0,9921.97
