N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4172.0,1.0,3.0
20,0.0,4192.0,1.0,4.0
30,0.0,3128.0,2.0,29.0
40,0.0,4140.0,2.0,37.0
50,0.0,4184.0,2.0,48.0
60,0.0,3140.0,2.0,55.0
70,0.0,3180.0,2.0,65.0
80,0.0,4152.0,2.0,74.0
90,0.0,3180.0,2.0,85.0
100,0.0,4180.0,2.0,95.0
200,0.0,4184.0,2.0,190.0
300,0.0,4168.0,2.0,282.0
400,0.0,4152.0,2.0,376.0
500,0.01,4188.0,2.0,483.0
600,0.01,4160.0,2.0,579.0
700,0.01,4132.0,2.0,680.0
800,0.02,3140.0,2.0,776.0
900,0.03,3188.0,3.0,885.0
1000,0.04,4148.0,3.0,981.0
1200,0.05,5172.0,3.0,1180.0
1400,0.07,4168.0,3.0,1358.0
1600,0.09,5200.0,3.0,1575.0
1800,0.1,4184.0,3.0,1774.0
2000,0.12,5192.0,3.0,1961.0
2500,0.17,6180.0,3.0,2459.0
3000,0.23,5184.0,3.0,2965.0
3500,0.29,7220.0,3.0,3446.0
4000,0.35,7252.0,3.0,3947.0
4500,0.41,6228.0,3.0,4445.0
5000,0.5,7220.0,3.0,4939.0
6000,0.64,8248.0,3.0,5932.0
7000,0.83,8268.0,3.0,6934.0
8000,0.98,10320.0,3.0,7925.0
9000,1.17,10288.0,3.0,8919.0
10000,1.37,11304.0,3.0,9909.0
