K,Average User Time (s),Average Memory (KB),Passes
1,10.774,81952.8,5
2,10.508,81914.4,5
3,10.444,81945.6,5
4,10.404,81888.8,5
5,10.686,81912.8,5
6,10.342,81950.4,5
7,10.626,81893.6,5
8,10.812,81987.2,5
9,10.69,81896.0,5
10,10.408,81930.4,5
