N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.164,2.989,9.636
20,0.0,3180.856,3.021,18.457
30,0.0,3182.184,3.042,27.358
40,0.0,3183.168,3.062,36.069
50,0.0,3181.24,3.102,44.998
60,0.0,3183.364,3.122,53.802
70,0.0,3182.964,3.156,62.659
80,0.0,3181.632,3.199,71.483
90,0.0,3183.084,3.212,80.341
100,0.0,3183.448,3.214,89.297
200,0.0,3182.7,3.395,178.251
300,0.0,3182.9,3.5,267.68
400,0.00014,3182.964,3.596,357.349
500,0.0004200000000000002,3183.276,3.62,446.82
600,0.005929999999999918,3182.816,3.699,536.607
700,0.006689999999999902,3183.672,3.748,626.69
800,0.008869999999999855,3183.892,3.784,717.279
900,0.010539999999999827,3181.592,3.799,806.881
1000,0.009999999999999832,3183.332,3.826,897.419
1200,0.015169999999999748,3183.644,3.855,1078.59
1400,0.019609999999999687,3183.94,3.884,1259.958
1600,0.021409999999999717,3181.728,3.894,1440.905
1800,0.029030000000000285,3182.972,3.939,1622.466
2000,0.030400000000000364,4201.496,3.961,1804.368
2500,0.04429999999999944,4200.712,3.974,2259.803
3000,0.05957000000000057,4205.992,4.006,2715.94
3500,0.07044999999999961,4206.972,4.023,3172.539
4000,0.08501000000000006,4207.212,4.026,3629.348
4500,0.10066999999999876,5215.188,4.045,4087.631
5000,0.11418999999999994,5223.124,4.047,4545.859
6000,0.14670000000000083,5228.064,4.048,5461.059
7000,0.180650000000003,6246.48,4.062,6380.502
8000,0.21611000000000052,6254.608,4.065,7299.659
9000,0.2532199999999997,6253.768,4.061,8216.903
10000,0.2916800000000009,7257.672,4.085,9139.577
