K,Average User Time (s),Average Memory (KB),Passes
1,0.02,4412.0,4
2,0.02,4472.8,4
3,0.02,4494.4,4
4,0.02,4499.2,4
5,0.02,4381.6,4
6,0.02,4457.6,4
7,0.02,4460.0,4
8,0.02,4384.8,4
9,0.02,4446.4,4
10,0.024,4512.8,4
