K,Time (s),Memory (KB),Passes
3,148.3,407432.0,5
4,143.73,407612.0,5
5,144.51,407448.0,5
6,145.58,407588.0,5
7,145.58,407576.0,5
8,144.01,407392.0,5
9,144.66,407432.0,5
10,142.41,407492.0,5
