K,Average User Time (s),Average Memory (KB),Passes
1,5.4774,43069.92,4
2,5.872,45186.8,4
3,6.47,44156.48,4
4,6.5354,43861.92,4
5,6.8798,44130.4,4
6,6.9808,44139.6,4
7,6.7264,44922.08,4
8,6.5892,44124.48,4
9,6.5802,44135.84,4
10,6.7822,44135.04,4
