K,Iteration,User Time (s),Memory (KB),Passes
6,1,7.3,44196.0,4
6,2,7.51,44112.0,4
6,3,6.7,44140.0,4
6,4,6.81,44192.0,4
6,5,6.98,44112.0,4
6,6,6.81,44152.0,4
6,7,6.97,44144.0,4
6,8,6.57,44140.0,4
6,9,6.65,44148.0,4
6,10,7.39,44092.0,4
6,11,6.29,44152.0,4
6,12,6.16,44112.0,4
6,13,6.52,44136.0,4
6,14,7.15,44180.0,4
6,15,7.04,44088.0,4
6,16,6.75,44108.0,4
6,17,6.35,44208.0,4
6,18,7.09,44112.0,4
6,19,7.26,44124.0,4
6,20,7.29,44136.0,4
6,21,7.36,44152.0,4
6,22,6.77,44100.0,4
6,23,7.46,44084.0,4
6,24,6.83,44216.0,4
6,25,6.73,44180.0,4
6,26,7.18,44144.0,4
6,27,7.61,44056.0,4
6,28,7.15,44156.0,4
6,29,6.99,44144.0,4
6,30,7.34,44216.0,4
6,31,7.19,44116.0,4
6,32,6.77,44216.0,4
6,33,6.42,44156.0,4
6,34,7.38,44220.0,4
6,35,7.03,44048.0,4
6,36,7.34,44140.0,4
6,37,7.32,44140.0,4
6,38,7.69,44216.0,4
6,39,7.26,44140.0,4
6,40,7.4,44148.0,4
6,41,7.3,44152.0,4
6,42,6.83,44056.0,4
6,43,6.6,44116.0,4
6,44,6.46,44056.0,4
6,45,6.98,44140.0,4
6,46,6.86,44076.0,4
6,47,6.75,44224.0,4
6,48,6.76,44100.0,4
6,49,6.81,44140.0,4
6,50,6.88,44148.0,4
