K,Iteration,User Time (s),Memory (KB),Passes
3,1,6.05,44120.0,4
3,2,6.14,44196.0,4
3,3,6.37,44116.0,4
3,4,5.77,44224.0,4
3,5,6.36,43996.0,4
3,6,6.84,44224.0,4
3,7,6.6,44040.0,4
3,8,6.05,44140.0,4
3,9,6.21,44192.0,4
3,10,6.66,44152.0,4
3,11,6.99,44096.0,4
3,12,6.81,44212.0,4
3,13,6.72,44152.0,4
3,14,6.91,44060.0,4
3,15,6.29,44052.0,4
3,16,6.77,44480.0,4
3,17,6.45,44068.0,4
3,18,6.65,44088.0,4
3,19,6.68,44116.0,4
3,20,6.57,44044.0,4
3,21,5.95,44220.0,4
3,22,6.24,44112.0,4
3,23,6.06,44140.0,4
3,24,6.2,44196.0,4
3,25,6.59,44212.0,4
3,26,6.16,44056.0,4
3,27,6.63,44088.0,4
3,28,6.39,44156.0,4
3,29,6.2,44472.0,4
3,30,6.12,44112.0,4
3,31,6.8,44140.0,4
3,32,7.13,44216.0,4
3,33,6.85,44220.0,4
3,34,6.41,44132.0,4
3,35,6.09,44072.0,4
3,36,6.22,44092.0,4
3,37,6.29,44192.0,4
3,38,6.03,44192.0,4
3,39,6.8,44140.0,4
3,40,6.48,44124.0,4
3,41,6.83,44096.0,4
3,42,6.61,44112.0,4
3,43,6.5,44144.0,4
3,44,6.37,44476.0,4
3,45,6.64,44140.0,4
3,46,6.63,44480.0,4
3,47,6.38,44032.0,4
3,48,6.79,44100.0,4
3,49,6.9,44124.0,4
3,50,6.32,44068.0,4
