K,Iteration,User Time (s),Memory (KB),Passes
7,1,6.63,44848.0,4
7,2,6.72,44832.0,4
7,3,6.74,44940.0,4
7,4,6.64,44888.0,4
7,5,6.28,45000.0,4
7,6,6.4,45020.0,4
7,7,6.36,44892.0,4
7,8,6.19,44976.0,4
7,9,6.88,44848.0,4
7,10,7.19,44852.0,4
7,11,6.91,44936.0,4
7,12,6.57,44900.0,4
7,13,6.77,44952.0,4
7,14,6.55,44940.0,4
7,15,6.69,45012.0,4
7,16,6.49,44968.0,4
7,17,6.99,44872.0,4
7,18,6.43,44792.0,4
7,19,6.46,44948.0,4
7,20,6.47,44928.0,4
7,21,6.22,45000.0,4
7,22,6.59,44852.0,4
7,23,6.42,45000.0,4
7,24,6.33,44888.0,4
7,25,6.12,44832.0,4
7,26,7.05,44944.0,4
7,27,6.55,45000.0,4
7,28,6.62,44884.0,4
7,29,6.67,44836.0,4
7,30,7.08,44888.0,4
7,31,7.02,44884.0,4
7,32,6.86,45000.0,4
7,33,6.45,44976.0,4
7,34,7.28,44840.0,4
7,35,6.76,44908.0,4
7,36,6.97,44976.0,4
7,37,6.7,44940.0,4
7,38,7.23,44848.0,4
7,39,6.8,44828.0,4
7,40,6.54,44840.0,4
7,41,6.41,45012.0,4
7,42,6.52,44956.0,4
7,43,7.2,44976.0,4
7,44,7.55,44996.0,4
7,45,6.72,44844.0,4
7,46,7.24,45008.0,4
7,47,7.02,45000.0,4
7,48,6.72,45004.0,4
7,49,7.22,44884.0,4
7,50,7.1,44916.0,4
