N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3174.92,3.0,9.53
20,0.0,3181.2,3.0,15.37
30,0.0,3173.24,3.01,20.13
40,0.0,3177.32,3.01,24.49
50,0.0,3178.88,3.03,27.87
60,0.0,3174.8,3.04,31.41
70,0.0,3178.96,3.03,34.42
80,0.0,3176.0,3.06,37.69
90,0.0,3175.0,3.06,41.12
100,0.0,3179.64,3.04,42.52
200,0.0,3177.8,3.12,62.47
300,0.0,3174.04,3.16,77.12
400,0.0,3178.12,3.21,81.98
500,0.0002,3175.36,3.13,86.2
600,0.0010999999999999998,3174.76,3.24,92.96
700,0.008500000000000006,3177.64,3.2,91.38
800,0.007500000000000004,3180.4,3.19,95.61
900,0.009500000000000007,3177.24,3.22,92.85
1000,0.01310000000000001,3173.6,3.23,101.68
1200,0.01430000000000001,3183.36,3.29,95.34
1400,0.014200000000000011,3176.64,3.23,104.32
1600,0.019500000000000014,3170.56,3.27,95.34
1800,0.0228,3179.84,3.23,99.03
2000,0.0314,3179.56,3.36,107.79
2500,0.04949999999999995,3180.96,3.34,107.49
3000,0.04919999999999998,4191.52,3.3,109.16
3500,0.07690000000000002,4190.44,3.36,110.45
4000,0.05469999999999993,4201.04,3.38,108.68
4500,0.06499999999999995,4202.44,3.4,111.48
5000,0.07490000000000005,4205.52,3.49,121.07
6000,0.09289999999999995,4454.64,3.48,120.3
7000,0.1094999999999999,5229.28,3.43,122.96
8000,0.12930000000000003,5218.88,3.48,125.12
9000,0.14710000000000015,5225.04,3.45,120.5
10000,0.16829999999999998,6158.48,3.48,121.22
