N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3178.6,1.0,9.48
20,0.0,3161.32,1.66,15.51
30,0.0,3176.52,1.95,20.23
40,0.0,3179.96,2.0,24.58
50,0.0,3177.8,2.0,28.13
60,0.0,3177.32,2.0,31.89
70,0.0,3178.52,2.0,34.84
80,0.0,3177.48,2.0,38.15
90,0.0,3176.76,2.0,41.43
100,0.0,3177.76,2.0,43.39
200,0.0,3179.44,2.01,63.2
300,0.0,3176.08,2.05,77.58
400,0.0,3171.6,2.01,82.81
500,0.0,3172.56,2.04,87.29
600,0.0005,3180.96,2.06,94.3
700,0.004500000000000002,3173.28,2.03,92.76
800,0.007900000000000004,3174.36,2.05,96.61
900,0.009100000000000006,3178.52,2.04,93.87
1000,0.010600000000000007,3178.04,2.06,102.87
1200,0.010400000000000006,3176.52,2.04,95.8
1400,0.019600000000000013,3176.36,2.02,105.21
1600,0.01400000000000001,3173.52,2.04,96.52
1800,0.022300000000000007,3189.56,2.05,100.89
2000,0.023700000000000002,4200.2,2.02,108.79
2500,0.03339999999999999,4201.32,2.05,109.22
3000,0.03049999999999995,4202.2,2.01,110.95
3500,0.060999999999999915,4200.88,2.02,111.98
4000,0.041000000000000016,4225.32,2.02,111.17
4500,0.049799999999999914,5215.2,2.03,113.44
5000,0.054799999999999925,5224.08,2.04,123.22
6000,0.06960000000000005,5222.96,2.02,121.76
7000,0.08200000000000005,6231.56,2.03,124.58
8000,0.09619999999999987,6249.64,2.01,126.98
9000,0.11089999999999993,6530.68,2.01,122.4
10000,0.12559999999999996,7273.08,2.0,123.0
