K,Average User Time (s),Average Memory (KB),Passes
1,12.02,88826.4,4
2,11.232,107556.8,3
3,12.424,123941.6,2
4,12.24,141570.4,2
5,14.862,156126.4,2
6,14.17,160041.6,1
7,14.834,160049.6,1
8,14.122,160111.2,1
9,14.894,160085.6,1
10,14.816,160060.8,1
