K,Average User Time (s),Average Memory (KB),Passes
1,8.54,8496.0,3
2,7.98,9028.0,3
3,7.42,9096.0,3
4,12.2,9104.0,3
5,10.11,9028.0,3
6,7.7,9108.0,3
7,8.44,9028.0,3
8,9.84,9008.0,3
9,7.98,9088.0,3
10,9.82,9108.0,3
