K,Time (s),Memory (KB),Passes
1,1387.73,9024.0,877
2,669.98,10388.0,424
3,434.88,11504.0,282
4,391.25,12700.0,212
5,299.57,14052.0,173
6,228.6,15332.0,148
7,255.43,16772.0,129
8,197.57,17880.0,114
9,210.96,19368.0,104
10,167.85,20500.0,91
