K,Time (s),Memory (KB),Passes
1,1304.13,9428.0,770
2,459.52,10540.0,284
3,365.17,11556.0,194
4,291.22,12520.0,155
5,232.06,13952.0,128
6,227.07,15152.0,112
7,178.86,16536.0,102
8,154.51,17964.0,91
9,155.04,19184.0,83
10,147.53,20596.0,77
