K,Time (s),Memory (KB),Passes
1,0.13,11492.0,5
2,0.11,11620.0,5
3,0.02,8072.0,1
4,0.02,8060.0,1
5,0.01,8060.0,1
6,0.02,8168.0,1
7,0.01,8072.0,1
8,0.01,8024.0,1
9,0.01,8064.0,1
10,0.02,8180.0,1
