K,Time (s),Memory (KB),AvgPasses,AvgHeight
1,0.7553,8228.0,13.61
2,0.3795,8948.0,4.69
3,0.31989999999999996,9552.0,3.61
4,0.1985,11384.0,3.0
5,0.35979999999999995,11300.0,3.0
6,0.13720000000000002,12344.0,2.02
7,0.1366,12332.0,2.0
8,0.13570000000000002,13436.0,2.0
9,0.1417,15756.0,2.0
10,0.1519,16216.0,2.0
12,0.2494,17500.0,2.0
14,0.0373,75848.0,1.0
16,0.0377,73824.0,1.0
18,0.0378,75848.0,1.0
20,0.0369,75848.0,1.0
25,0.0379,73764.0,1.0
30,0.0368,75872.0,1.0
35,0.0369,75876.0,1.0
40,0.038599999999999995,75848.0,1.0
45,0.0364,73764.0,1.0
50,0.0369,73792.0,1.0
60,0.0369,75860.0,1.0
70,0.0375,74788.0,1.0
80,0.0378,75872.0,1.0
90,0.0383,75848.0,1.0
100,0.0381,73764.0,1.0
150,0.0379,75872.0,1.0
200,0.0384,74900.0,1.0
250,0.0381,75876.0,1.0
300,0.037000000000000005,73792.0,1.0
400,0.037599999999999995,75860.0,1.0
500,0.0379,74788.0,1.0
750,0.0371,75848.0,1.0
1000,0.0383,75892.0,1.0
1500,0.0368,75844.0,1.0
2000,0.0379,75872.0,1.0
2500,0.037599999999999995,73764.0,1.0
3000,0.0366,75848.0,1.0
4000,0.0369,75848.0,1.0
5000,0.0374,75872.0,1.0
7500,0.036699999999999997,75844.0,1.0
10000,0.037599999999999995,75876.0,1.0
