K,Iteration,User Time (s),Memory (KB),Passes
7,1,0.44,125804.0,1
7,2,0.4,125788.0,1
7,3,0.42,125672.0,1
7,4,0.46,125692.0,1
7,5,0.44,125788.0,1
7,6,0.43,125812.0,1
7,7,0.42,125804.0,1
7,8,0.4,125628.0,1
7,9,0.52,125792.0,1
7,10,0.43,125624.0,1
7,11,0.38,125708.0,1
7,12,0.41,125704.0,1
7,13,0.47,125656.0,1
7,14,0.44,125628.0,1
7,15,0.45,125724.0,1
7,16,0.39,125640.0,1
7,17,0.39,125696.0,1
7,18,0.46,125808.0,1
7,19,0.4,125720.0,1
7,20,0.52,125672.0,1
7,21,0.46,125716.0,1
7,22,0.42,125724.0,1
7,23,0.42,125780.0,1
7,24,0.44,125676.0,1
7,25,0.43,125788.0,1
7,26,0.43,125812.0,1
7,27,0.41,125788.0,1
7,28,0.45,125708.0,1
7,29,0.42,125636.0,1
7,30,0.42,125732.0,1
7,31,0.4,125640.0,1
7,32,0.38,125780.0,1
7,33,0.45,125636.0,1
7,34,0.41,125668.0,1
7,35,0.45,125720.0,1
7,36,0.39,125716.0,1
7,37,0.46,125764.0,1
7,38,0.43,125728.0,1
7,39,0.43,125664.0,1
7,40,0.34,125776.0,1
7,41,0.46,125812.0,1
7,42,0.43,125788.0,1
7,43,0.44,125636.0,1
7,44,0.46,125768.0,1
7,45,0.63,125800.0,1
7,46,0.69,125628.0,1
7,47,0.42,125776.0,1
7,48,0.65,125812.0,1
7,49,0.42,125780.0,1
7,50,0.63,125680.0,1
