K,Iteration,User Time (s),Memory (KB),Passes
6,1,0.69,125640.0,1
6,2,0.42,125768.0,1
6,3,0.66,125808.0,1
6,4,0.43,125660.0,1
6,5,0.45,125700.0,1
6,6,0.44,125696.0,1
6,7,0.38,125692.0,1
6,8,0.38,125672.0,1
6,9,0.44,125728.0,1
6,10,0.48,125640.0,1
6,11,0.37,125732.0,1
6,12,0.38,125764.0,1
6,13,0.41,125764.0,1
6,14,0.42,125592.0,1
6,15,0.43,125804.0,1
6,16,0.43,125760.0,1
6,17,0.41,125676.0,1
6,18,0.41,125724.0,1
6,19,0.5,125672.0,1
6,20,0.47,125816.0,1
6,21,0.43,125660.0,1
6,22,0.45,125664.0,1
6,23,0.46,125656.0,1
6,24,0.42,125812.0,1
6,25,0.42,125736.0,1
6,26,0.4,125676.0,1
6,27,0.39,125624.0,1
6,28,0.44,125660.0,1
6,29,0.38,125708.0,1
6,30,0.46,125728.0,1
6,31,0.56,125736.0,1
6,32,0.42,125780.0,1
6,33,0.41,125816.0,1
6,34,0.47,125764.0,1
6,35,0.41,125672.0,1
6,36,0.35,125716.0,1
6,37,0.43,125736.0,1
6,38,0.46,125720.0,1
6,39,0.36,125724.0,1
6,40,0.43,125696.0,1
6,41,0.4,125776.0,1
6,42,0.41,125688.0,1
6,43,0.44,125804.0,1
6,44,0.4,125696.0,1
6,45,0.41,125724.0,1
6,46,0.38,125624.0,1
6,47,0.47,125704.0,1
6,48,0.44,125708.0,1
6,49,0.48,125680.0,1
6,50,0.43,125788.0,1
