K,Average User Time (s),Average Memory (KB),Passes
1,72.7072,67571.2,229
2,14.1962,72982.88,26
3,3.8776,87883.28,4
4,5.7532,105235.04,3
5,7.9786,117533.68,3
6,0.4362,125715.68,1
7,0.4468,125725.84,1
8,0.5264,125736.72,1
9,0.548,125717.36,1
10,0.536,125718.96,1
