K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3625.6,3
2,0.0,3740.0,2
3,0.0,3717.6,1
4,0.0,3681.6,1
5,0.0,3640.8,1
6,0.0,3700.8,1
7,0.0,3598.4,1
8,0.0,3724.8,1
9,0.0,3741.6,1
10,0.0,3688.0,1
