K,Iteration,User Time (s),Memory (KB),Passes
3,1,33.2,83568.0,2
3,2,17.48,83548.0,2
3,3,33.26,83436.0,2
3,4,32.71,83496.0,2
3,5,17.44,83432.0,2
3,6,33.79,83424.0,2
3,7,16.77,83436.0,2
3,8,33.65,83436.0,2
3,9,17.13,83552.0,2
3,10,33.63,83388.0,2
3,11,16.67,83432.0,2
3,12,34.11,83464.0,2
3,13,17.09,83440.0,2
3,14,32.7,83468.0,2
3,15,33.28,83524.0,2
3,16,18.1,83572.0,2
3,17,34.8,83520.0,2
3,18,17.32,83400.0,2
3,19,34.73,83464.0,2
3,20,17.98,83532.0,2
3,21,41.55,83552.0,2
3,22,40.55,83420.0,2
3,23,19.33,83552.0,2
3,24,41.15,83416.0,2
3,25,19.29,83552.0,2
3,26,37.51,83552.0,2
3,27,17.45,83536.0,2
3,28,34.71,83488.0,2
3,29,17.09,83556.0,2
3,30,33.82,83404.0,2
3,31,17.85,83548.0,2
3,32,34.22,83488.0,2
3,33,17.05,83452.0,2
3,34,34.01,83552.0,2
3,35,34.53,83572.0,2
3,36,17.3,83456.0,2
3,37,30.48,83552.0,2
3,38,16.73,83416.0,2
3,39,32.93,83552.0,2
3,40,17.52,83552.0,2
3,41,34.19,83552.0,2
3,42,17.81,83436.0,2
3,43,33.88,83552.0,2
3,44,17.75,83572.0,2
3,45,34.06,83472.0,2
3,46,18.28,83456.0,2
3,47,32.77,83556.0,2
3,48,19.33,83568.0,2
3,49,33.58,83416.0,2
3,50,17.58,83520.0,2
