K,Iteration,User Time (s),Memory (KB),Passes
10,1,26.56,111208.0,1
10,2,23.99,111200.0,1
10,3,25.54,111204.0,1
10,4,25.56,111284.0,1
10,5,23.38,111156.0,1
10,6,25.58,111240.0,1
10,7,25.1,111152.0,1
10,8,24.28,111212.0,1
10,9,23.77,111280.0,1
10,10,26.25,111240.0,1
10,11,24.47,111204.0,1
10,12,24.86,111132.0,1
10,13,25.64,111120.0,1
10,14,25.22,111216.0,1
10,15,24.85,111276.0,1
10,16,24.86,111120.0,1
10,17,25.65,111272.0,1
10,18,23.66,111132.0,1
10,19,26.66,111240.0,1
10,20,24.66,111108.0,1
10,21,24.85,111112.0,1
10,22,26.11,111188.0,1
10,23,24.15,111108.0,1
10,24,26.11,111216.0,1
10,25,25.6,111272.0,1
10,26,24.89,111192.0,1
10,27,33.79,111280.0,1
10,28,34.27,111208.0,1
10,29,34.87,111216.0,1
10,30,33.66,111212.0,1
10,31,29.63,111160.0,1
10,32,26.17,111204.0,1
10,33,26.2,111284.0,1
10,34,25.1,111120.0,1
10,35,25.57,111176.0,1
10,36,25.2,111104.0,1
10,37,25.14,111184.0,1
10,38,25.74,111120.0,1
10,39,24.77,111260.0,1
10,40,27.26,111216.0,1
10,41,22.82,111240.0,1
10,42,26.21,111268.0,1
10,43,24.68,111204.0,1
10,44,24.47,111156.0,1
10,45,23.61,111212.0,1
10,46,25.68,111108.0,1
10,47,24.35,111200.0,1
10,48,25.23,111296.0,1
10,49,24.36,111204.0,1
10,50,24.98,111212.0,1
