K,Iteration,User Time (s),Memory (KB),Passes
4,1,33.08,95140.0,2
4,2,20.1,95040.0,2
4,3,33.64,95112.0,2
4,4,19.49,95068.0,2
4,5,34.34,95136.0,2
4,6,20.5,95100.0,2
4,7,33.59,95076.0,2
4,8,20.32,95004.0,2
4,9,34.28,95168.0,2
4,10,20.62,95112.0,2
4,11,39.57,95040.0,2
4,12,37.16,95024.0,2
4,13,20.16,95024.0,2
4,14,33.53,95180.0,2
4,15,35.7,95184.0,2
4,16,20.19,95188.0,2
4,17,34.91,95036.0,2
4,18,34.75,95080.0,2
4,19,21.22,95108.0,2
4,20,35.45,95032.0,2
4,21,18.87,95036.0,2
4,22,34.91,95032.0,2
4,23,20.02,95096.0,2
4,24,34.73,95068.0,2
4,25,20.45,95160.0,2
4,26,33.92,95092.0,2
4,27,33.55,95188.0,2
4,28,33.07,95048.0,2
4,29,33.38,95056.0,2
4,30,32.54,95036.0,2
4,31,33.69,95184.0,2
4,32,32.34,95140.0,2
4,33,33.11,95084.0,2
4,34,32.64,95052.0,2
4,35,33.5,95060.0,2
4,36,32.37,95032.0,2
4,37,32.58,95176.0,2
4,38,31.95,95000.0,2
4,39,32.13,95036.0,2
4,40,31.4,95060.0,2
4,41,39.14,95140.0,2
4,42,39.99,95116.0,2
4,43,40.2,95100.0,2
4,44,38.65,95056.0,2
4,45,36.34,95036.0,2
4,46,35.37,95136.0,2
4,47,35.99,95016.0,2
4,48,35.84,95152.0,2
4,49,34.34,95056.0,2
4,50,33.8,95048.0,2
