K,Iteration,User Time (s),Memory (KB),Passes
7,1,41.99,111292.0,1
7,2,37.74,111156.0,1
7,3,36.34,111120.0,1
7,4,37.53,111204.0,1
7,5,36.35,111284.0,1
7,6,36.2,111212.0,1
7,7,37.13,111280.0,1
7,8,36.05,111204.0,1
7,9,36.66,111284.0,1
7,10,35.19,111220.0,1
7,11,35.05,111216.0,1
7,12,35.65,111104.0,1
7,13,35.81,111272.0,1
7,14,35.65,111268.0,1
7,15,35.8,111180.0,1
7,16,23.69,111200.0,1
7,17,36.97,111116.0,1
7,18,23.23,111260.0,1
7,19,36.07,111276.0,1
7,20,36.0,111156.0,1
7,21,36.53,111208.0,1
7,22,24.66,111292.0,1
7,23,36.1,111268.0,1
7,24,24.43,111200.0,1
7,25,36.74,111184.0,1
7,26,24.08,111140.0,1
7,27,36.17,111188.0,1
7,28,24.52,111144.0,1
7,29,41.96,111156.0,1
7,30,42.57,111208.0,1
7,31,26.13,111140.0,1
7,32,41.41,111256.0,1
7,33,25.63,111140.0,1
7,34,41.53,111176.0,1
7,35,23.93,111104.0,1
7,36,36.92,111136.0,1
7,37,24.58,111212.0,1
7,38,35.71,111112.0,1
7,39,23.75,111208.0,1
7,40,24.81,111140.0,1
7,41,23.82,111284.0,1
7,42,36.24,111204.0,1
7,43,23.97,111156.0,1
7,44,37.23,111216.0,1
7,45,24.62,111256.0,1
7,46,36.24,111232.0,1
7,47,23.34,111152.0,1
7,48,35.67,111256.0,1
7,49,24.15,111244.0,1
7,50,36.56,111116.0,1
