K,Iteration,User Time (s),Memory (KB),Passes
2,1,48.16,72048.0,3
2,2,40.05,72036.0,3
2,3,39.74,72048.0,3
2,4,16.72,72216.0,3
2,5,40.09,72132.0,3
2,6,16.56,72140.0,3
2,7,40.12,72124.0,3
2,8,17.9,72088.0,3
2,9,41.74,72220.0,3
2,10,17.49,72188.0,3
2,11,40.19,72136.0,3
2,12,17.04,72100.0,3
2,13,39.03,72216.0,3
2,14,17.03,72068.0,3
2,15,38.41,72136.0,3
2,16,16.68,72064.0,3
2,17,38.35,72068.0,3
2,18,16.86,72208.0,3
2,19,38.59,72140.0,3
2,20,16.4,72212.0,3
2,21,39.17,72080.0,3
2,22,39.06,72124.0,3
2,23,16.05,72208.0,3
2,24,39.13,72140.0,3
2,25,15.97,72216.0,3
2,26,38.41,72088.0,3
2,27,17.13,72124.0,3
2,28,39.56,72132.0,3
2,29,25.14,72160.0,3
2,30,38.39,72088.0,3
2,31,39.19,72168.0,3
2,32,16.42,72168.0,3
2,33,46.95,72148.0,3
2,34,16.35,72128.0,3
2,35,49.15,72048.0,3
2,36,17.58,72132.0,3
2,37,45.55,72048.0,3
2,38,16.27,72100.0,3
2,39,39.21,72124.0,3
2,40,15.98,72068.0,3
2,41,40.31,72140.0,3
2,42,16.12,72080.0,3
2,43,39.74,72184.0,3
2,44,16.58,72084.0,3
2,45,38.51,72116.0,3
2,46,16.1,72140.0,3
2,47,38.52,72200.0,3
2,48,17.78,72132.0,3
2,49,39.4,72132.0,3
2,50,16.58,72088.0,3
