K,Iteration,User Time (s),Memory (KB),Passes
8,1,23.82,111108.0,1
8,2,37.52,111120.0,1
8,3,35.84,111152.0,1
8,4,24.63,111136.0,1
8,5,36.8,111260.0,1
8,6,36.0,111200.0,1
8,7,36.36,111140.0,1
8,8,24.99,111132.0,1
8,9,36.18,111212.0,1
8,10,24.38,111184.0,1
8,11,37.07,111188.0,1
8,12,25.84,111240.0,1
8,13,36.48,111200.0,1
8,14,24.87,111156.0,1
8,15,42.77,111256.0,1
8,16,42.21,111144.0,1
8,17,42.71,111164.0,1
8,18,28.53,111140.0,1
8,19,28.25,111152.0,1
8,20,40.1,111196.0,1
8,21,23.82,111220.0,1
8,22,28.5,111108.0,1
8,23,26.03,111280.0,1
8,24,27.08,111188.0,1
8,25,26.38,111288.0,1
8,26,24.65,111284.0,1
8,27,25.06,111208.0,1
8,28,25.5,111200.0,1
8,29,24.79,111188.0,1
8,30,25.83,111208.0,1
8,31,24.73,111216.0,1
8,32,24.01,111248.0,1
8,33,24.96,111212.0,1
8,34,24.58,111160.0,1
8,35,25.64,111188.0,1
8,36,24.17,111256.0,1
8,37,25.35,111228.0,1
8,38,23.13,111172.0,1
8,39,24.69,111268.0,1
8,40,24.55,111156.0,1
8,41,24.72,111172.0,1
8,42,25.05,111240.0,1
8,43,25.14,111240.0,1
8,44,25.03,111144.0,1
8,45,23.99,111156.0,1
8,46,25.29,111244.0,1
8,47,24.41,111172.0,1
8,48,25.21,111288.0,1
8,49,27.91,111272.0,1
8,50,24.46,111264.0,1
