K,Iteration,User Time (s),Memory (KB),Passes
5,1,36.2,106724.0,2
5,2,36.72,106632.0,2
5,3,37.12,106688.0,2
5,4,36.59,106664.0,2
5,5,34.86,106720.0,2
5,6,35.74,106780.0,2
5,7,34.82,106724.0,2
5,8,35.69,106784.0,2
5,9,34.78,106728.0,2
5,10,35.27,106784.0,2
5,11,35.44,106636.0,2
5,12,35.55,106668.0,2
5,13,34.99,106656.0,2
5,14,35.81,106732.0,2
5,15,35.47,106768.0,2
5,16,35.5,106616.0,2
5,17,35.27,106708.0,2
5,18,36.7,106780.0,2
5,19,36.42,106716.0,2
5,20,36.38,106660.0,2
5,21,39.11,106572.0,2
5,22,38.85,106800.0,2
5,23,36.37,106720.0,2
5,24,36.19,106632.0,2
5,25,36.44,106640.0,2
5,26,35.89,106724.0,2
5,27,36.38,106664.0,2
5,28,35.41,106672.0,2
5,29,36.14,106768.0,2
5,30,35.4,106804.0,2
5,31,36.11,106732.0,2
5,32,35.3,106648.0,2
5,33,35.02,106628.0,2
5,34,35.85,106784.0,2
5,35,35.83,106664.0,2
5,36,35.78,106684.0,2
5,37,35.92,106668.0,2
5,38,35.75,106760.0,2
5,39,35.77,106716.0,2
5,40,35.97,106716.0,2
5,41,35.63,106716.0,2
5,42,35.75,106784.0,2
5,43,37.47,106668.0,2
5,44,42.64,106568.0,2
5,45,43.78,106792.0,2
5,46,42.19,106688.0,2
5,47,37.99,106624.0,2
5,48,36.39,106700.0,2
5,49,36.47,106716.0,2
5,50,36.31,106808.0,2
