K,Average User Time (s),Average Memory (KB),Passes
1,31.6202,59471.44,4
2,29.749,72127.52,3
3,26.8028,83496.0,2
4,31.4682,95086.88,2
5,36.4684,106704.56,2
6,36.7076,111204.72,1
7,32.782,111200.64,1
8,28.4002,111198.96,1
9,27.0574,111188.72,1
10,25.9202,111198.56,1
