K,Average User Time (s),Average Memory (KB),Passes
1,0.0,9936.0,1
2,0.01,9980.0,1
3,0.0,9932.0,1
4,0.0,9968.0,1
5,0.0,9976.0,1
6,0.0,9932.0,1
7,0.0,10128.0,1
8,0.0,9992.0,1
9,0.0,10048.0,1
10,0.0,9976.0,1
