K,Average User Time (s),Average Memory (KB),Passes
1,0.01,3788.0,16
2,0.0033,3790.6667,9
3,0.0,3861.3333,7
4,0.0,3741.3333,5
5,0.0,3792.0,4
6,0.0,3814.6667,3
7,0.0,3868.0,3
8,0.0,3877.3333,2
9,0.0,3992.0,2
10,0.0,3968.0,2
