N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.72,2.004,9.646
20,0.0,3182.272,2.029,18.482
30,0.0,3181.692,2.059,27.425
40,0.0,3183.348,2.086,36.178
50,0.0,3181.736,2.1,44.963
60,0.0,3182.136,2.132,53.779
70,0.0,3182.788,2.153,62.772
80,0.0,3181.664,2.196,71.601
90,0.0,3181.996,2.226,80.27
100,0.0,3177.412,2.225,89.16
200,0.0,3182.212,2.373,178.426
300,0.0,3183.052,2.519,267.255
400,0.0,3182.64,2.582,357.05
500,0.00016,3182.684,2.668,446.855
600,0.004529999999999948,3182.716,2.703,537.104
700,0.003839999999999962,3181.948,2.764,626.729
800,0.004289999999999953,3182.18,2.781,717.085
900,0.009329999999999845,3183.724,2.81,806.935
1000,0.00998999999999983,3181.38,2.835,897.531
1200,0.010079999999999832,3181.244,2.884,1078.462
1400,0.014399999999999764,3183.108,2.901,1259.43
1600,0.019289999999999703,3183.436,2.923,1441.26
1800,0.020239999999999675,3183.592,2.937,1622.958
2000,0.02710000000000011,4195.832,2.958,1804.659
2500,0.03683999999999971,4198.048,2.985,2260.065
3000,0.048379999999999375,4206.968,2.992,2716.245
3500,0.06354000000000085,4206.1,3.008,3172.03
4000,0.0703799999999996,4206.188,3.037,3629.596
4500,0.08164999999999913,5215.184,3.029,4087.679
5000,0.09298000000000149,5221.92,3.052,4546.116
6000,0.12177000000000127,5208.932,3.056,5461.255
7000,0.15056000000000233,6243.076,3.047,6380.27
8000,0.17986000000000266,6255.196,3.052,7299.303
9000,0.21155000000000096,6254.592,3.062,8218.679
10000,0.2459600000000023,7269.504,3.077,9139.174
