K,Average User Time (s),Average Memory (KB),Passes
1,76.05,170269.3333,47
2,49.52,185578.6667,14
3,28.3233,221326.6667,6
4,42.3933,246652.0,5
5,0.54,253548.0,1
6,0.5467,253542.6667,1
7,0.4867,253540.0,1
8,0.54,253497.3333,1
9,0.5267,253537.3333,1
10,0.5533,253538.6667,1
