K,Average User Time (s),Average Memory (KB),Passes
1,0.392,11165.6,4
2,0.394,12776.0,4
3,0.35,14373.6,3
4,0.334,15947.2,3
5,0.3,17773.6,2
6,0.334,19637.6,2
7,0.322,21284.8,2
8,0.34,22768.0,2
9,0.36,24375.2,2
10,0.42,26037.6,2
