M,Time (s),Memory (KB),Passes
100,0.0,4172.0,2.0
200,0.0,4192.0,2.0
300,0.0,4192.0,2.0
400,0.0,4132.0,2.0
500,0.0,3132.0,2.0
600,0.0,4152.0,2.0
700,0.0,4188.0,2.0
800,0.0,4188.0,2.0
900,0.0,3180.0,2.0
1000,0.0,3128.0,2.0
2000,0.0,3148.0,2.0
3000,0.0,4152.0,2.1
4000,0.01,4168.0,2.3
5000,0.01,4156.0,2.4
6000,0.01,5188.0,2.4
7000,0.01,4204.0,2.5
8000,0.01,5176.0,2.9
9000,0.01,5168.0,3.3
10000,0.01,5188.0,3.3
11000,0.01,5156.0,3.3
12000,0.01,4212.0,3.3
13000,0.01,4160.0,3.3
14000,0.01,4212.0,3.3
15000,0.02,5216.0,3.5
16000,0.02,5176.0,3.5
17000,0.02,4184.0,3.6
18000,0.02,4204.0,3.6
19000,0.02,5176.0,3.6
20000,0.02,5188.0,3.7
30000,0.04,4136.0,4.4
40000,0.06,5160.0,5.3
50000,0.08,5176.0,6.1
60000,0.1,4192.0,6.4
70000,0.13,4168.0,6.8
80000,0.15,5208.0,7.0
90000,0.17,4160.0,7.2
100000,0.19,5212.0,7.4
200000,0.45,5188.0,8.7
300000,0.75,5176.0,9.2
400000,1.07,5216.0,9.9
