M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4200.84,1.0,0.0
2000,0.0,4197.44,1.0,0.0
3000,0.0,4200.08,1.0,0.0
4000,0.0,4205.56,1.0,0.0
5000,0.0,4201.44,1.0,0.0
6000,0.0,4192.4,1.0,0.0
7000,0.0,4174.8,1.0,0.0
8000,0.0,4192.44,1.0,0.0
9000,0.0,4196.48,1.0,0.0
10000,0.0,4198.92,1.0,0.0
12000,0.0,4197.16,1.0,0.0
14000,0.0001,4196.4,1.0,0.0
16000,0.0001,4199.28,1.0,0.0
18000,0.0007000000000000001,4202.08,1.0,0.0
25000,0.006100000000000003,5209.28,1.0,0.0
30000,0.009400000000000006,5053.88,1.0,0.0
35000,0.010000000000000007,5206.12,1.0,0.0
40000,0.010000000000000007,5210.64,1.0,0.0
45000,0.010100000000000007,5230.96,1.0,0.0
50000,0.010500000000000008,5204.08,1.0,0.0
60000,0.01760000000000001,5222.96,1.0,0.0
70000,0.019900000000000015,6008.44,1.0,0.0
80000,0.02010000000000001,6235.88,1.0,0.0
90000,0.025,6230.44,1.0,0.0
100000,0.028799999999999958,6246.36,1.0,0.0
200000,0.31939999999999985,15468.84,2.0,9429.13
300000,0.45909999999999995,15478.44,2.0,9621.41
400000,0.5274999999999999,15469.16,2.0,9718.86
500000,0.6484000000000009,15496.16,2.0,9777.77
600000,0.7371000000000001,15533.48,2.0,9814.6
700000,0.8013000000000002,15539.68,2.0,9843.03
800000,0.8765999999999994,15565.36,2.0,9863.56
900000,0.9437000000000008,15625.44,2.0,9879.67
1000000,1.0240000000000007,15712.72,2.0,9892.37
2000000,1.8340000000000005,16127.84,2.01,9949.63
4000000,3.478999999999999,16233.12,2.01,9977.26
6000000,5.0421,15944.08,2.0,9986.51
8000000,6.631599999999997,15956.68,2.02,9991.03
10000000,8.445100000000002,15763.32,2.04,9993.4
15000000,12.794599999999997,15507.96,2.03,9996.42
20000000,15.843700000000007,15956.6,2.01,9997.89
25000000,19.870700000000003,15727.4,2.01,9998.55
30000000,24.118399999999998,15733.08,2.01,9999.14
35000000,27.8579,15639.28,2.0,9999.55
40000000,31.182100000000002,16072.16,2.0,9999.76
49995000,40.081799999999994,15536.4,2.0,10000.0
