M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,5220.84,2.0,4.95
2000,0.0,5221.92,2.0,7.26
3000,0.0,5215.56,2.0,10.65
4000,0.0,5225.8,2.05,17.89
5000,0.003200000000000001,5228.12,2.45,45.1
6000,0.010000000000000007,5245.0,3.84,294.7
7000,0.019600000000000013,6219.24,4.09,734.41
8000,0.02599999999999999,6206.76,4.15,1232.36
9000,0.033199999999999966,6208.24,4.18,1728.03
10000,0.04080000000000002,6186.6,4.17,2195.72
12000,0.05349999999999991,6239.96,4.09,3007.88
14000,0.06289999999999997,6248.32,4.16,3696.14
16000,0.07230000000000009,6234.92,4.13,4265.72
18000,0.08160000000000003,6252.0,4.15,4750.68
25000,0.10319999999999988,7143.12,4.17,5957.71
30000,0.11539999999999992,7226.36,4.15,6543.58
35000,0.12850000000000011,7240.56,4.05,6968.15
40000,0.13430000000000022,7237.96,4.08,7313.23
45000,0.14560000000000017,7242.12,4.07,7583.82
50000,0.15540000000000018,7204.76,4.1,7807.64
60000,0.17329999999999998,7230.88,4.11,8149.48
70000,0.19039999999999996,7206.8,4.09,8395.72
80000,0.20599999999999993,7200.72,4.09,8594.3
90000,0.22200000000000006,7241.08,4.06,8743.18
100000,0.23939999999999975,7243.76,4.02,8865.8
200000,0.4041999999999998,7229.56,4.08,9427.81
300000,0.5565999999999998,7242.76,4.04,9620.98
400000,0.7054000000000005,7244.52,4.02,9716.9
500000,0.8569999999999997,7212.96,4.0,9775.32
600000,0.9954000000000004,7224.92,3.9,9814.58
700000,1.1408,7218.56,3.89,9842.64
800000,1.297699999999999,7249.36,3.89,9866.05
900000,1.4393999999999998,7201.12,3.85,9881.36
1000000,1.5654000000000006,7221.52,3.76,9893.02
2000000,2.955099999999999,7213.44,3.64,9951.17
4000000,5.619300000000001,7132.52,3.41,9978.55
6000000,8.2765,6944.76,3.33,9986.61
8000000,10.678100000000004,7150.88,3.17,9990.74
10000000,13.594899999999996,6970.52,3.17,9993.17
15000000,20.4043,7055.72,3.11,9996.25
20000000,26.0002,7176.28,3.05,9997.68
25000000,31.82789999999999,7864.52,3.01,9998.54
30000000,39.29049999999999,7915.08,3.02,9999.14
35000000,45.467800000000004,8281.0,3.02,9999.44
40000000,50.9563,8703.92,3.0,9999.73
49995000,65.1301,8989.4,3.0,10000.0
