M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4189.24,1.0,0.0
2000,0.0,4198.68,1.0,0.0
3000,0.0,4198.2,1.0,0.0
4000,0.0,4203.08,1.0,0.0
5000,0.0,4161.68,1.0,0.0
6000,0.0,4200.76,1.0,0.0
7000,0.0,4177.0,1.0,0.0
8000,0.0,4200.16,1.0,0.0
9000,0.0,4192.24,1.0,0.0
10000,0.0,4188.96,1.0,0.0
12000,0.0,4197.64,1.0,0.0
14000,0.0,4201.32,1.0,0.0
16000,0.0002,4191.96,1.0,0.0
18000,0.0006000000000000001,4186.56,1.0,0.0
25000,0.005500000000000002,5201.36,1.0,0.0
30000,0.009100000000000006,5080.4,1.0,0.0
35000,0.010000000000000007,5224.56,1.0,0.0
40000,0.010000000000000007,5216.56,1.0,0.0
45000,0.010100000000000007,5208.56,1.0,0.0
50000,0.011000000000000008,5213.12,1.0,0.0
60000,0.018500000000000013,5217.96,1.0,0.0
70000,0.020000000000000014,6034.48,1.0,0.0
80000,0.020000000000000014,6210.96,1.0,0.0
90000,0.024000000000000004,6229.6,1.0,0.0
100000,0.02919999999999996,6204.44,1.0,0.0
200000,0.22070000000000015,10653.52,1.0,9424.2
300000,0.2829,10663.92,1.0,9619.57
400000,0.33299999999999985,10683.12,1.0,9717.64
500000,0.38189999999999985,10672.4,1.0,9775.5
600000,0.4355,10656.36,1.0,9816.24
700000,0.4828999999999997,10663.24,1.0,9844.31
800000,0.5353000000000002,10697.84,1.0,9865.55
900000,0.5877000000000002,10675.08,1.0,9881.13
1000000,0.638,10717.72,1.0,9893.84
2000000,1.1495000000000004,10696.6,1.0,9950.8
4000000,2.2037999999999998,10701.92,1.0,9977.62
6000000,3.2478000000000002,10618.6,1.0,9986.15
8000000,4.264700000000001,10642.24,1.0,9990.53
10000000,5.478099999999999,10550.52,1.0,9992.86
15000000,8.216499999999996,10546.12,1.0,9996.27
20000000,10.437599999999998,10642.52,1.0,9997.71
25000000,13.044300000000005,10568.2,1.0,9998.66
30000000,15.8695,10541.84,1.0,9999.13
35000000,18.3607,10567.8,1.0,9999.46
40000000,20.796399999999995,10671.84,1.0,9999.67
49995000,26.64089999999999,10487.04,1.0,10000.0
