M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4204.08,1.0,0.0
2000,0.0,4198.56,1.0,0.0
3000,0.0,4189.12,1.0,0.0
4000,0.0,4192.12,1.0,0.0
5000,0.0,4188.48,1.0,0.0
6000,0.0,4186.04,1.0,0.0
7000,0.0,4202.48,1.0,0.0
8000,0.0,4192.64,1.0,0.0
9000,0.0,4192.4,1.0,0.0
10000,0.0,4198.4,1.0,0.0
12000,0.0,4198.52,1.0,0.0
14000,0.0,4188.72,1.0,0.0
16000,0.0001,4205.68,1.0,0.0
18000,0.0015,4199.12,1.0,0.0
25000,0.007300000000000004,5203.2,1.0,0.0
30000,0.009600000000000006,5069.24,1.0,0.0
35000,0.009800000000000007,5183.88,1.0,0.0
40000,0.010000000000000007,5202.16,1.0,0.0
45000,0.010000000000000007,5190.2,1.0,0.0
50000,0.011100000000000007,5218.88,1.0,0.0
60000,0.016900000000000012,5220.44,1.0,0.0
70000,0.019700000000000013,6033.12,1.0,0.0
80000,0.020000000000000014,6241.76,1.0,0.0
90000,0.024599999999999997,6230.52,1.0,0.0
100000,0.02819999999999997,6251.08,1.0,0.0
200000,0.3347999999999997,7240.04,3.06,9429.15
300000,0.46790000000000026,7262.44,3.05,9624.03
400000,0.5861000000000003,7208.36,2.99,9719.79
500000,0.7089999999999996,7220.28,2.99,9777.14
600000,0.8248999999999996,7229.64,2.92,9816.09
700000,0.9544999999999995,7258.44,2.89,9844.6
800000,1.0803000000000003,7259.64,2.92,9864.61
900000,1.1989999999999992,7247.16,2.91,9880.36
1000000,1.3151000000000002,7160.4,2.86,9892.39
2000000,2.4235,7215.4,2.63,9949.82
4000000,4.6229,7232.16,2.5,9977.47
6000000,6.7619,7165.72,2.38,9986.61
8000000,8.597700000000001,7117.92,2.19,9990.75
10000000,10.765199999999998,7139.32,2.14,9993.05
15000000,16.2518,7091.64,2.08,9996.4
20000000,20.6349,7822.4,2.07,9997.89
25000000,25.692599999999988,7681.76,2.05,9998.72
30000000,31.368800000000007,7877.6,2.03,9999.31
35000000,36.16580000000002,8040.08,2.01,9999.51
