N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,9.56
20,0.0,4168.0,2.55,15.37
30,0.0001,4164.0,2.96,19.87
40,0.0002,4164.0,2.98,24.2
50,0.0003,4168.0,3.04,27.57
60,0.0003,4196.0,3.18,31.13
70,0.0004,3200.0,3.28,34.15
80,0.0006,4168.0,3.56,37.29
90,0.0006,4168.0,3.65,40.84
100,0.0008,4168.0,3.67,42.39
200,0.0019,4168.0,4.13,61.18
300,0.0032,4168.0,4.33,74.57
400,0.0048,4168.0,4.46,78.0
500,0.0064,4164.0,4.52,81.54
600,0.008,4176.0,4.51,86.33
700,0.0098,4216.0,4.63,83.49
800,0.0116,4192.0,4.58,86.17
900,0.013300000000000001,4180.0,4.55,81.47
1000,0.0152,4168.0,4.61,90.12
1200,0.0181,4168.0,4.32,79.85
1400,0.0231,4192.0,4.49,88.26
1600,0.0263,5192.0,4.23,76.36
1800,0.031200000000000002,4132.0,4.38,79.95
2000,0.0348,5192.0,4.36,85.56
2500,0.044500000000000005,5192.0,4.26,82.21
3000,0.056900000000000006,4152.0,4.3,81.12
3500,0.0712,5188.0,4.4,81.17
4000,0.0795,6212.0,4.2,76.81
4500,0.09179999999999999,5244.0,4.26,78.19
5000,0.11359999999999999,5208.0,4.36,87.06
6000,0.1517,6208.0,4.37,80.49
7000,0.2016,7252.0,4.61,82.58
8000,0.24350000000000002,8292.0,4.55,80.95
9000,0.3017,7200.0,4.54,74.71
10000,0.38049999999999995,8952.0,4.69,73.72
