N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4196.0,3.18,9.47
20,0.0001,4176.0,4.01,15.58
30,0.0002,4180.0,4.44,20.11
40,0.0002,4168.0,4.83,24.59
50,0.0004,4172.0,5.18,27.87
60,0.0005,4192.0,5.42,31.4
70,0.0006,4168.0,5.58,34.43
80,0.0008,4224.0,5.81,37.28
90,0.001,4224.0,6.04,41.06
100,0.0011,4168.0,6.03,42.38
200,0.0029,4168.0,6.93,61.07
300,0.005,4196.0,7.17,73.93
400,0.0072,4168.0,7.33,77.71
500,0.0095,4192.0,7.15,80.32
600,0.011899999999999999,4168.0,7.33,86.07
700,0.0138,4168.0,7.21,82.98
800,0.0168,4168.0,7.29,86.46
900,0.0191,3108.0,7.21,81.69
1000,0.0219,4192.0,7.37,89.35
1200,0.026699999999999998,3188.0,6.94,80.15
1400,0.0345,4196.0,7.34,88.95
1600,0.0391,5192.0,6.85,76.64
1800,0.046900000000000004,5220.0,7.13,79.36
2000,0.053399999999999996,4132.0,7.16,85.19
2500,0.07150000000000001,5212.0,7.09,83.12
3000,0.09300000000000001,4156.0,7.26,82.21
3500,0.11109999999999999,6240.0,7.11,81.39
4000,0.132,6224.0,6.97,77.84
4500,0.1609,5156.0,7.13,79.29
5000,0.1844,6292.0,7.22,88.15
6000,0.2349,6208.0,7.05,82.49
7000,0.3038,6180.0,7.33,84.39
8000,0.36719999999999997,8252.0,7.2,83.23
9000,0.4396,7200.0,7.19,77.16
10000,0.5177,8228.0,7.13,76.34
