K,Time (s),Memory (KB),Passes
1,3.66,215144.0,5
2,2.93,191440.0,4
3,3.26,202964.0,4
4,3.82,240740.0,4
5,2.67,156148.0,3
6,2.92,174404.0,3
7,2.43,209352.0,3
8,1.57,193764.0,2
9,1.76,182808.0,2
10,1.87,173384.0,2
