K,Time (s),Memory (KB),Passes
1,334.78,46048.0,737
2,25.56,54736.0,43
3,12.7,65212.0,18
4,8.23,75380.0,10
5,5.02,87360.0,7
6,5.35,96316.0,6
7,3.61,107080.0,5
8,4.35,116256.0,5
9,3.09,127236.0,4
10,3.51,135140.0,4
